name,lat,lon,rating,user_ratings_total,type_list,type_main,address,categoria
Futbrawl5,39.57569469999999,2.6409221,,,"['movie_theater', 'point_of_interest', 'establishment']",movie_theater,"Carrer d'Alòs, Palma",Actividad
Alquiler Castillos Hinchables Mallorca,39.57847220000001,2.664384000000001,4.9,107.0,"['amusement_park', 'point_of_interest', 'establishment']",amusement_park,"calle Mediko, Carrer Josep Darder, 7, Palma",Actividad
Palacio Ca Sa Galesa,39.5671567,2.6500381,4.7,184.0,"['lodging', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer de Miramar, 8, Palma",Atracción
Castell de Bellver,39.5638434,2.619423099999999,4.5,23384.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer Camilo José Cela, s/n, Palma",Atracción
Es Baluard Museu d'Art Contemporani de Palma,39.5702377,2.6411417,4.2,3947.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça de la Porta de Santa Catalina, 10, Palma",Atracción
Museum of Mallorca,39.5672221,2.650730499999999,4.2,487.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer de la Portella, 5, Palma",Atracción
Can' Sales,39.56757109999999,2.6503781,4.1,19.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer de la Puresa, 2, Palma",Atracción
Museu de La Seu de Mallorca,39.5674046,2.6483082,4.7,4960.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Plaça de la Seu, s/n, Palma",Atracción
Museu Diocesà,39.5669056,2.6490567,4.4,167.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Carrer del Mirador, 5, Palma",Atracción
ABA ART,39.5711061,2.642582,4.7,60.0,"['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Plaça de la Porta de Santa Catalina, 21B, Palma",Atracción
Centre d'Historia i Cultura Militar de Balears,39.5756522,2.652009999999999,4.5,318.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer de Sant Miquel, 69, Palma",Atracción
Amics del Ferrocarril illes Balears,39.57619469999999,2.654234900000001,5.0,4.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça d'Espanya, 6, Palma",Atracción
Transilvania Cafeteria-Museu,39.58196979999999,2.6588922,4.6,661.0,"['cafe', 'food', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer de Jaume Ferran, 38, Palma",Atracción
Poble Espanyol de Mallorca,39.57272940000001,2.627964,4.1,4184.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Carrer del Poble Espanyol, 55, Palma",Atracción
Aula de la Mar,39.5621025,2.6707093,4.5,57.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Carrer de Francesc Femenias, 1, Palma",Atracción
Fundación Juan March Palma,39.5722,2.652,4.6,1337.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer de Sant Miquel, 11, Palma",Atracción
Fundación Bartolomé March,39.5687345,2.6477982,4.5,223.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",museum,"Carrer del Palau Reial, 18, Palma",Atracción
Museu Krekovic,39.5675953,2.666048599999999,4.0,71.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Carrer Ciutat de Querétaro, 3, Palma",Atracción
Perl Art,39.56960579999999,2.649779699999999,4.5,33.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça de Cort, 3, Palma",Atracción
Centre Maimó Ben Faraig,39.5685515,2.650193899999999,3.5,11.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",museum,"Basilica de Sant Francesc, Carrer de l'Almudaina, 9, Palma",Atracción
Casa Museu Can Marquès,39.5683757,2.6500313,4.7,3.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer de Can Anglada, 2A, Palma",Atracción
Museu Pau Lluís Fornés,39.5679975,2.6504578,,,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer d'En Morei, 10, Palma",Atracción
Call Jueu (Jewish Quarter),39.5682129,2.6515244,3.8,39.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer del Call, 19, Palma",Atracción
Fantasy Museum,39.57156919999999,2.6512604,4.4,296.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça Major, 3, Palma",Atracción
Arte Temporanea,39.569949,2.646942499999999,4.5,4.0,"['museum', 'point_of_interest', 'establishment']",museum,"Passeig del Born, 6, Palma",Atracción
Kulturzentrum Palma,39.57169219999999,2.6476962,5.0,6.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer Unió, 3, Palma",Atracción
Museu Marítim de Mallorca,39.5666355,2.6486024,4.7,20.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça de Ses Voltes, Palma",Atracción
Caputxines 17 Palma,39.572957,2.6491566,4.0,1.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer de les Caputxines, 17, Palma",Atracción
Museo bíblico,39.5669011,2.65385,4.0,1.0,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer del Seminari, 4, 2n, Palma",Atracción
Església de Sant Felip Neri,39.5728303,2.6533746,4.5,103.0,"['museum', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",museum,"Carrer de Sant Felip Neri, 1, Palma",Atracción
Dama misteriosa,39.57059700000001,2.644245,,,"['museum', 'point_of_interest', 'establishment']",museum,"Carrer del Vi, 6, Palma",Atracción
Monument a Antoni Despuig,39.5740261,2.6480901,3.0,1.0,"['museum', 'point_of_interest', 'establishment']",museum,"Plaça de Santa Magdalena, 4, Palma",Atracción
Plaça dels Patins,39.5758672,2.6492755,4.2,53.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer de la Reina Esclaramunda, 15, Palma",Atracción
Parc de Sa Riera,39.5833544,2.6411001,4.3,1837.0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",park,"Carrer de Jesús, 27A, Palma",Atracción
"Cocinas Domenech, actuales en puertas, armarios a medida, parqué, persiana mallorquina",39.5811627,2.6756172,4.4,13.0,"['furniture_store', 'home_goods_store', 'park', 'point_of_interest', 'store', 'establishment']",park,"Carrer Mare de Déu de Montserrat, 55, Palma",Atracción
Jardí de Trames,39.567494,2.645970799999999,4.6,34.0,"['park', 'point_of_interest', 'establishment']",park,"Avinguda d'Antoni Maura, 1, Palma",Atracción
Mallorca Fastenwandern,39.582808,2.6631798,5.0,5.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer Jordi Andreu Alcover, 16, Palma",Atracción
Art Funerari,39.5834795,2.6336217,4.9,185.0,"['home_goods_store', 'park', 'point_of_interest', 'store', 'establishment']",park,"Carrer dels Ocells, 36, bajos, Palma",Atracción
Parque de Convivencia Son Dameto Clavijo d'Alt,39.5860174,2.6248978,4.3,658.0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",park,"Carrer d'Andalusia, 14, Palma",Atracción
Parc de Sa Feixina,39.5707218,2.640263999999999,4.4,4757.0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",park,"Avinguda de l'Argentina, s/n, Palma",Atracción
Wifi Park,39.57086199999999,2.666287,3.6,816.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer de Manacor, 66, Palma",Atracción
Parc de ses Estacions,39.57804369999999,2.6571715,4.0,4395.0,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Buraco Mallorca,39.5696005,2.6501603,,,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Raxa,39.5696005,2.6501603,5.0,1.0,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Palma,39.5696005,2.6501603,,,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Palma di Maiorca,39.5696005,2.6501603,4.8,49.0,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Deutsch Drahthaar Hirsch,39.5696005,2.6501603,,,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Árbol singular,39.5697159,2.649874,5.0,1.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de Cort, Palma",Atracción
Plaza de la Pescateria,39.5699299,2.6504741,4.8,4.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de la Pescateria, 1, Palma",Atracción
meet point,39.5690105,2.650803499999999,4.0,2.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de Santa Eulàlia, 5, Palma",Atracción
Plaça de Santa Eulàlia,39.5687505,2.6507065,4.2,12.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de Santa Eulàlia, 6, Palma",Atracción
Jardí de la Seu,39.56862059999999,2.647886499999999,4.8,21.0,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Jardí del Bisbe,39.5676072,2.6497479,4.1,283.0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",park,"Carrer de Sant Pere Nolasc, 6, Palma",Atracción
latino,39.5720115,2.6510442,,,"['park', 'point_of_interest', 'establishment']",park,"Plaça Major, 4, Palma",Atracción
Jardins de la Plaça de la Reina,39.5689323,2.6468005,4.7,533.0,"['park', 'point_of_interest', 'establishment']",park,"Avinguda d'Antoni Maura, 2, Palma",Atracción
Patio De L'ancien hotel Isabel II,39.56676900000001,2.6505291,4.3,3.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer de la Portella, 7, Palma",Atracción
L'Hort del Rei,39.568073,2.646487,4.5,2360.0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",park,"Avinguda d'Antoni Maura, 18, Palma",Atracción
Plazoleta,39.5664266,2.6504939,4.0,1.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer de la Portella, 13, Palma",Atracción
Park,39.5729614,2.6522933,4.0,1.0,"['park', 'point_of_interest', 'establishment']",park,"Carrer de Sant Miquel, 30, Palma",Atracción
Plaça de Santa Magdalena,39.5736077,2.6492282,5.0,2.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de Santa Magdalena, Palma",Atracción
Parc de la Mar,39.5655231,2.6500923,4.6,2124.0,"['park', 'point_of_interest', 'establishment']",park,Palma,Atracción
Parking Palma,39.5707624,2.6552515,5.0,3.0,"['park', 'point_of_interest', 'establishment']",park,"Plaça de Raimundo Clar, 6, Palma",Atracción
Castell de Bellver,39.5638434,2.619423099999999,4.5,23384.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer Camilo José Cela, s/n, Palma",Atracción
Catedral-Basílica de Santa María de Mallorca,39.56742510000001,2.6482994,4.7,55697.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",tourist_attraction,"Plaça de la Seu, s/n, Palma",Atracción
Train Sóller Station (Palma de Mallorca),39.5766774,2.6538486,4.4,10967.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer d'Eusebi Estada, 1, Palma",Atracción
Museum of Mallorca,39.5672221,2.650730499999999,4.2,487.0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de la Portella, 5, Palma",Atracción
Ca´n Palou de Coma-sema,39.5684431,2.6500637,3.0,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Anglada, 2, Palma",Atracción
Can Amorós,39.5686353,2.650865,4.4,17.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer d'En Morei, 1, Palma",Atracción
Can Crespí (Can Ribera),39.5685046,2.6493739,5.0,1.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Sant Roc, 1, Palma",Atracción
Ca'n March,39.5688315,2.6513735,4.8,6.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Sant Francesc, 5, Palma",Atracción
Can Ferragut (Can Caulelles),39.5683329,2.6490891,,,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de l'Estudi General, 9, Palma",Atracción
Ca´n Ordines d´Almadrà,39.5682038,2.6505226,4.2,6.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer d'En Morei, 8, Palma",Atracción
Ca´n Llorenç Villalonga,39.5681086,2.6496963,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de l'Estudi General, 15, Palma",Atracción
Can Colom,39.56808189999999,2.6499399,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Anglada, 4, Palma",Atracción
Can Alemany,39.56839289999999,2.6487328,3.8,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de l'Estudi General, 5, Palma",Atracción
Can Juny,39.56974280000001,2.6520457,4.5,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Savellà, 13, Palma",Atracción
Ca'n Oleza,39.56796999999999,2.6505551,4.5,17.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer d'En Morei, 9, Palma",Atracción
Can Catlar del Llorer,39.5697141,2.6522587,4.0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Savellà, 15, Palma",Atracción
Ca´n Ribas de Pina,39.569726,2.652258,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Savellà, 15, Palma",Atracción
Can Coll (Can Moragues des Racó),39.5685251,2.6521348,5.0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Plaça de Sant Francesc, 10, Palma",Atracción
CaixaForum Palma,39.5716495,2.6500623,4.5,1912.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Plaça de Weyler, 3, Palma",Atracción
Cal Comte de la Cova,39.56813640000001,2.652033400000001,4.5,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer del Sol, 3, Palma",Atracción
Can Dameto de la Quartera,39.5698713,2.653018700000001,4.8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de la Samaritana, 4, Palma",Atracción
Can Catlar (Cal Marquès del Palmer),39.5680524,2.652291,4.6,7.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer del Sol, 7, Palma",Atracción
Basílica de Sant Francesc,39.5688236,2.652909299999999,4.6,1005.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",tourist_attraction,"Plaça de Sant Francesc, 7, Palma",Atracción
Can Dusai,39.56743189999999,2.651588099999999,4.3,9.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de Can Dusai, 3, Palma",Atracción
Museu de La Seu de Mallorca,39.5674046,2.6483082,4.7,4960.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Plaça de la Seu, s/n, Palma",Atracción
Cal Marquès del Reguer (Casal Balaguer),39.57161,2.6477427,4.6,12.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer Unió, 3, Palma",Atracción
Museu Diocesà,39.5669056,2.6490567,4.4,167.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer del Mirador, 5, Palma",Atracción
Can Espanya Serra,39.56680839999999,2.650469299999999,4.3,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de la Portella, 18, Palma",Atracción
Can Fontiroig,39.5667994,2.6505649,4.8,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer de la Portella, 7, Palma",Atracción
Can Lladó,39.56726,2.652521699999999,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",tourist_attraction,"Carrer del Vent, 4, Palma",Atracción
Catedral-Basílica de Santa María de Mallorca,39.56742510000001,2.6482994,4.7,55697.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Plaça de la Seu, s/n, Palma",Atracción
Franciscanas Hijas de la Misericordia,39.5764225,2.6734716,4.5,6.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Francesc Julià, 54, Palma",Atracción
Parròquia Santíssima Trinitat,39.5697353,2.6592915,4.5,91.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer General Ricardo Ortega, 16, Palma",Atracción
Congregación Agustinas Hermanas del Amparo,39.5731997,2.645749899999999,4.8,5.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de la Concepció, 7, Palma",Atracción
Christian Bible Church International,39.5751318,2.6716809,4.6,10.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Son Gotleu, Carrer Sant Rafael, 70, Palma",Atracción
Caputxins Catalunya Curia Provincial,39.5746687,2.6538396,5.0,3.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer del Bastió d'En Sanoguera, 3, Palma",Atracción
Basílica de Sant Francesc,39.5688236,2.652909299999999,4.6,1005.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Plaça de Sant Francesc, 7, Palma",Atracción
Església de Sant Gaietà,39.57099069999999,2.6458814,4.8,25.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Sant Gaietà, 9, Palma",Atracción
Roman Catholic Diocese of Majorca,39.5669285,2.6538096,4.2,62.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer del Seminari, 4, Palma",Atracción
Capella Adoració Perpètua Mallorca,39.5661066,2.6531656,4.7,57.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de la Calatrava, 10, Palma",Atracción
Nostra Senyora del Socors,39.56882649999999,2.6555296,4.7,91.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer del Socors, 24, Palma",Atracción
Iglesia Ortodoxa de la Natividad del Señor,39.57513259999999,2.6523993,4.5,33.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Plaça de la Porta Pintada, 9, Palma",Atracción
Hermandad Ntra. Sra. del Rosario - Patrona de Bullas,39.5751062,2.6543548,,,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Plaça d'Espanya, 7, Palma",Atracción
Església,39.5737646,2.6395525,5.0,1.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de la Indústria, 7, Palma",Atracción
Salon del Reino de los Testigos Cristianos de Jehová,39.5707298,2.662245299999999,4.4,16.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer del Pare Miquel Mir, 2, Palma",Atracción
Parròquia de la Concepció i Sant Magí,39.5709159,2.634890399999999,4.6,277.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer d'Espartero, 9, Palma",Atracción
Parròquia de L'Encarnació,39.5800207,2.6570491,4.4,66.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Joan Munar, 14, Palma",Atracción
Iglesia Cristiana Evangélica Embajadores de Cristo,39.5761976,2.6642793,4.9,13.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Passatge de Can Feixina, 28, Palma",Atracción
Parròquia de Sant Josep Obrer,39.5756861,2.6685542,4.1,109.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer d'Adrià Ferran, 40, Palma",Atracción
Parròquia Santa Teresa de l'Infant Jesús,39.56927659999999,2.6265647,4.5,123.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Pilar Juncosa, 13, Palma",Atracción
Iglesia Cristiana Evangélica de La Concordia,39.5860685,2.6611007,5.0,6.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de la Concòrdia, 34, Palma",Atracción
Parròquia de la Mare de Déu de Montserrat,39.5808695,2.6754682,4.5,86.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer Mare de Déu de Montserrat, 54, Palma",Atracción
Parròquia de Sant Pius X,39.57399629999999,2.6615808,4.5,40.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer Beatriu de Pinós, 36, Palma",Atracción
Iglesia Adventista del Séptimo Día en Palma de Mallorca,39.5849795,2.6756194,4.9,41.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de l'Heura, 8, Palma",Atracción
Església de Sant Nicolau,39.5707226,2.6483481,4.6,411.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer d'Orfila, 2, Palma",Atracción
Parròquia del Sagrat Cor,39.5798308,2.662536299999999,4.5,95.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Son Ventallol, 15, Palma",Atracción
Parròquia de Sant Sebastià,39.5769867,2.6412842,4.3,141.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer Rafael Rodríguez Méndez, 9, Palma",Atracción
Iglesia Evangelica de Palma de Mallorca,39.5738308,2.639044,4.9,85.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer Comte de Barcelona, 20, Palma",Atracción
Convent Immaculada Concepció FRANCISCANAS TOR,39.57251459999999,2.6489352,4.6,14.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Can Jaquotot, 1, Palma",Atracción
Parròquia del Beat Ramon Llull,39.5820306,2.6382385,4.3,37.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",church,"Carrer de Francesc Martí i Móra, 40, Palma",Atracción
Xavier Fiol,39.57379529999999,2.6479717,3.9,22.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Sant Jaume, 23A, Palma",Atracción
Fundación López Fuseya,39.57323,2.651368799999999,4.8,16.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de les Tereses, 4, Palma",Atracción
Galeria Frank Krüger,39.57001359999999,2.649262799999999,4.4,78.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Costa d'en Brossa, 3, Palma",Atracción
Galería Pelaires,39.57007,2.648301,4.2,62.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Can Verí, 3, Palma",Atracción
Galeria K,39.56951369999999,2.6479594,4.6,28.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Tous i Maroto, 4, Palma",Atracción
Neco Beth pintor,39.5678358,2.6514532,5.0,2.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Santa Clara, 7, A, Palma",Atracción
6A GALERIA D'ART I TALLER,39.56746119999999,2.6508375,4.6,21.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de la Puresa, 8, i, 3A, Palma",Atracción
Kewenig,39.5703949,2.6456166,5.0,7.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Oratori, Carreró de Sant Feliu, s/n, Palma",Atracción
PEP LLABRÉS ART CONTEMPORANI,39.5732237,2.6478285,4.6,11.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Sant Jaume, 17, Palma",Atracción
Ma Arte Contemporáneo,39.56753,2.654729999999999,4.6,17.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer del Temple, 11B, Palma",Atracción
Lay Low Fine Art Limited Editions,39.5732308,2.6545709,,,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de les Caputxines, 4, Palma",Atracción
ABA ART,39.5711061,2.642582,4.7,60.0,"['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",art_gallery,"Plaça de la Porta de Santa Catalina, 21B, Palma",Atracción
Galería Arte Jaime III,39.57234,2.642993,4.4,29.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Avinguda de Jaume III, 25, Palma",Atracción
Portalart antigüedades,39.57274509999999,2.6425734,5.0,6.0,"['art_gallery', 'book_store', 'furniture_store', 'home_goods_store', 'jewelry_store', 'store', 'point_of_interest', 'establishment']",art_gallery,"Passatge Galerias Jaime III, 7, Palma",Atracción
L21 HOME,39.57757730000001,2.6541013,4.5,20.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de la Reina Maria Cristina, 10, Palma",Atracción
Wallpapers Deco,39.5762864,2.6574188,4.9,39.0,"['art_gallery', 'home_goods_store', 'general_contractor', 'store', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Miquel Marquès, 15, Palma",Atracción
NOH-gallery,39.5629615,2.6717137,,,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Medellín, 4, Palma",Atracción
Marcos y molduras La Casa Enmarcada de Sampol. Tienda de arte,39.58801560000001,2.6525736,4.3,29.0,"['art_gallery', 'store', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Miquel Arcas, 6, Palma",Atracción
Ponce,39.58083859999999,2.6312831,5.0,1.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Martí Boneo, 21, Palma",Atracción
iGallery galería de arte contemporáneo,39.5768377,2.6516763,5.0,2.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Cecili Metel, 6, Palma",Atracción
Rialto Living,39.5700013,2.6456767,4.6,1044.0,"['department_store', 'art_gallery', 'cafe', 'furniture_store', 'home_goods_store', 'general_contractor', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Sant Feliu, 3, Palma",Atracción
Casal Solleric,39.5709052,2.646555900000001,4.4,460.0,"['art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",art_gallery,"Passeig del Born, 27, Palma",Atracción
GERHARDT BRAUN GALLERY,39.5710261,2.6438939,4.5,22.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Can Sales, 10, Palma",Atracción
Gabriel Vanrell - Galeria d'Art,39.5691779,2.6477586,4.5,13.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Tous i Maroto, 1, Palma",Atracción
Galería Altair / Altair Projects,39.5762631,2.641203599999999,4.0,2.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Damas Calvet, 6, b, Palma",Atracción
"Galería, estudio y escuela de pintura de M. Forteza Villar",39.5746899,2.6500895,5.0,3.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Sant Elies, 7a, bajos, Palma",Atracción
Casa del Arte Palma de Mallorca,39.570116,2.6494266,4.8,11.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Costa d'en Brossa, 4c, Palma",Atracción
Galerie Mensing Palma S.L.U.,39.56999799999999,2.6507456,4.4,49.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de Colom, 8, Palma",Atracción
THE CAVE MALLORCA,39.57028029999999,2.649077300000001,5.0,7.0,"['art_gallery', 'clothing_store', 'store', 'point_of_interest', 'establishment']",art_gallery,"Pas d'en Quint, 6, Palma",Atracción
Galeria de Arte SMALL but SMART art gallery,39.57002809999999,2.6514319,5.0,6.0,"['art_gallery', 'point_of_interest', 'establishment']",art_gallery,"Carrer de la Vidrieria, 3, Palma",Atracción
