name,lat,lon,rating,user_ratings_total,type_list,type_main,address,categoria
Brondo Architect Hotel,39.5710872,2.647932299999999,3.9,532.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Carrer de Can Brondo, 4, Palma",Comida
ICON Rosetó,39.57207599999999,2.6494958,4.6,498.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Carrer de Can Campaner, 6, Palma",Comida
Restaurante Diablito Portixol - Comida y Música,39.5617721,2.6653728,3.9,956.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Passeig Portitxol, 5, Palma",Comida
Hard Rock Cafe Mallorca,39.569341,2.634965,4.2,9530.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Balearic Islands, Passeig Marítim, S/N, Palma",Comida
Block House Palma,39.5731631,2.6428957,4.2,1682.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Passeig de Mallorca, 16, Palma",Comida
Ca'n Manolo Palma,39.5671516,2.6283033,4.6,1163.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"Carrer Federico García Lorca, 4, Palma",Comida
Santa Clara Urban Hotel & Spa,39.5668394,2.6522388,4.5,238.0,"['cafe', 'lodging', 'spa', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de Sant Alonso, 16, Palma",Comida
Cafè Plaça,39.5687386,2.6507942,3.8,1209.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Basilica de Sant Francesc, Plaça de Santa Eulàlia, 6, Palma",Comida
Bar Marítim Nou,39.5694524,2.6371001,3.7,980.0,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Passeig Marítim, 1, Palma",Comida
La Madeleine de Proust Santa Catalina,39.571281,2.638807,4.1,289.0,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer d'Anníbal, 17, Palma",Comida
Bar Cafe Coto,39.569472,2.643938,4.5,2815.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe,"Plaça de la Drassana, 12, Palma",Comida
Can Joan de s'Aigo,39.5728493,2.6439216,4.5,4596.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer del Baró de Santa Maria del Sepulcre, 5, Palma",Comida
miniBAR Palma - Cafe y Jamón Ibérico al Corte,39.5781561,2.6489844,4.6,279.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de Pere Dezcallar i Net, 13, Palma",Comida
LUXOR CAFE PALMA,39.5702736,2.6596262,4.6,155.0,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']",cafe,"Carrer dels Foners, 24, Palma",Comida
Café Al Vent del Món,39.5785388,2.66172,4.2,545.0,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer del Marquès de la Fontsanta, 82, Palma",Comida
Café & Té,39.5753474,2.6526156,3.0,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Plaça de la Porta Pintada, 2, Palma",Comida
Forn del Santo Cristo,39.5740302,2.652053,4.1,792.0,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de Sant Miquel, 47, Palma",Comida
Bar Plata,39.5699514,2.6512303,4.7,185.0,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de l'Argenteria, 1, Palma",Comida
Punt de Joc (Metropolitan),39.5734572,2.666320799999999,3.9,141.0,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer Gabriel Llabrés, 24, Palma",Comida
Cafè Barroco,39.5755088,2.657055999999999,4.5,563.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de Margalida Caimari, 17, Palma",Comida
Pastisseria Mariola’s,39.5702143,2.651163,4.4,799.0,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer dels Set Cantons, 6, Palma",Comida
Rapha Mallorca,39.5694457,2.6483433,4.5,806.0,"['cafe', 'meal_takeaway', 'clothing_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Plaça del Rosari, 1, Palma",Comida
Mistral Coffee Banc,39.5711087,2.650784,4.8,803.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer del Banc, 4, Palma",Comida
Ca'n Joan de s'Aigo,39.56993,2.6526434,4.6,7161.0,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer de Can Sanç, 10, Palma",Comida
Es Badulake,39.56999399999999,2.6472243,4.9,170.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe,"Carrer de les Minyones, 2, Palma",Comida
Arabay Flagship Store Palma,39.5710613,2.6525526,4.4,1077.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",cafe,"Carrer del Sindicat, 5, Palma",Comida
MELL34 Cafetería / Panadería,39.5682452,2.656048,4.8,216.0,"['cafe', 'bar', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de Mateu Enric Lladó, 34B, LOCAL C, Palma",Comida
Cafè Can Martí,39.5709156,2.6438803,4.2,507.0,"['cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de Can Sales, 7, Palma",Comida
Cafè Canamunt,39.573017,2.654934,4.8,281.0,"['cafe', 'bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de la Volta de la Mercè, 9, Palma",Comida
Glop´s,39.5732943,2.6452375,4.4,444.0,"['cafe', 'bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de Bonaire, 10, Palma",Comida
Fibonacci Bonaire,39.5734473,2.6452429,3.7,73.0,"['cafe', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de Bonaire, 10, Palma",Comida
Lluís Perez Pastisser,39.5736741,2.6453147,4.6,583.0,"['cafe', 'bakery', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer de Bonaire, 14, Palma",Comida
Gelatty,39.5749847,2.6484676,4.3,93.0,"['cafe', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer dels Oms, 52, Palma",Comida
La Molienda Bisbe,39.575,2.6458333,4.3,1819.0,"['cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer del Bisbe Campins, 11, Palma",Comida
1962 Café & Gastrobar,39.5718967,2.6422656,4.3,331.0,"['bar', 'cafe', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Passeig de Mallorca, 6, Palma",Comida
"Sport bar Cafetería, Apuestas Deportivas, Local de Juego - Punt de Joc (Es Jardí)",39.569819,2.658752,4.1,347.0,"['cafe', 'bar', 'store', 'point_of_interest', 'food', 'establishment']",cafe,"Carrer General Ricardo Ortega, 12, Palma",Comida
La Madeleine de Proust Santa Catalina,39.571281,2.638807,4.1,289.0,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer d'Anníbal, 17, Palma",Comida
Tartas Can Pinyol,39.5833756,2.6373252,4.0,94.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer de Francesc Martí i Móra, 58, Palma",Comida
Panadería San Rafael S L,39.573553,2.6721756,4.4,70.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer Sant Rafael, 39, Palma",Comida
Pastisseria Ca Na Cati,39.57854179999999,2.6638152,4.0,1462.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer Josep Darder, 5, Palma",Comida
Panaderia S'Estació,39.5721055,2.6553879,4.5,1984.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer del Sindicat, 66, Palma",Comida
Pastisseria Real,39.5752956,2.669221,4.7,250.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer Reis Catòlics, 79, Palma",Comida
Dulceliaco,39.5730374,2.6323965,4.7,98.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer d'Avinyó, 13, Palma",Comida
Pastelería Bomboneria Cladera,39.57187009999999,2.654264099999999,1.0,1.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Plaça de l'Olivar, 7, Palma",Comida
Forn del Santo Cristo,39.5740302,2.652053,4.1,792.0,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer de Sant Miquel, 47, Palma",Comida
"Panadería Fornaris, S.L.",39.5697164,2.6671736,4.2,36.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Calle Sargento Cortés Piña, 2, Palma",Comida
Forn Nou,39.58154099999999,2.6482785,4.3,72.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer de Sant Joaquim, 8, Palma",Comida
Pastisseria Cort,39.56949609999999,2.649866,3.6,561.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Plaça de Cort, n2, Palma",Comida
Pastisseria Mariola’s,39.5702143,2.651163,4.4,799.0,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Carrer dels Set Cantons, 6, Palma",Comida
Forn del Santo Cristo,39.570866,2.651259699999999,4.1,1001.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",bakery,"Plaça del Marquès del Palmer, 2, Palma",Comida
