name,lat,lon,rating,user_ratings_total,type_list,type_main,address,categoria,place_id,distance_km
Can Juny,39.56974280000001,2.6520457,4.5,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de Can Savellà, 13, Palma",Atracción,PLACE_264,0.1760639830595817
Ca'n Oleza,39.56796999999999,2.6505551,4.5,17.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer d'En Morei, 9, Palma",Atracción,PLACE_265,0.18738909883026184
Can Catlar del Llorer,39.5697141,2.6522587,4.0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de Can Savellà, 15, Palma",Atracción,PLACE_266,0.1940190360448515
Ca´n Ribas de Pina,39.569726,2.652258,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de Can Savellà, 15, Palma",Atracción,PLACE_267,0.19405019491260014
Can Coll (Can Moragues des Racó),39.5685251,2.6521348,5.0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Plaça de Sant Francesc, 10, Palma",Atracción,PLACE_268,0.21856226493847708
CaixaForum Palma,39.5716495,2.6500623,4.5,1912.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Plaça de Weyler, 3, Palma",Atracción,PLACE_269,0.22795655570932785
Cal Comte de la Cova,39.56813640000001,2.652033400000001,4.5,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer del Sol, 3, Palma",Atracción,PLACE_270,0.23846253137259169
Can Dameto de la Quartera,39.5698713,2.653018700000001,4.8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de la Samaritana, 4, Palma",Atracción,PLACE_271,0.26049928894398205
Can Catlar (Cal Marquès del Palmer),39.5680524,2.652291,4.6,7.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer del Sol, 7, Palma",Atracción,PLACE_272,0.2611060384929066
Basílica de Sant Francesc,39.5688236,2.652909299999999,4.6,1005.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",Tourist attraction,"Plaça de Sant Francesc, 7, Palma",Atracción,PLACE_273,0.2638924698660261
Can Dusai,39.56743189999999,2.651588099999999,4.3,9.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de Can Dusai, 3, Palma",Atracción,PLACE_274,0.27685846894122446
Museu de La Seu de Mallorca,39.5674046,2.6483082,4.7,4960.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Plaça de la Seu, s/n, Palma",Atracción,PLACE_275,0.2839409950504044
Cal Marquès del Reguer (Casal Balaguer),39.57161,2.6477427,4.6,12.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer Unió, 3, Palma",Atracción,PLACE_276,0.2956146123889463
Museu Diocesà,39.5669056,2.6490567,4.4,167.0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer del Mirador, 5, Palma",Atracción,PLACE_277,0.3103225176461429
Can Espanya Serra,39.56680839999999,2.650469299999999,4.3,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de la Portella, 18, Palma",Atracción,PLACE_278,0.3130074281794195
Can Fontiroig,39.5667994,2.6505649,4.8,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer de la Portella, 7, Palma",Atracción,PLACE_279,0.3151545165432016
Can Lladó,39.56726,2.652521699999999,4.7,3.0,"['tourist_attraction', 'point_of_interest', 'establishment']",Tourist attraction,"Carrer del Vent, 4, Palma",Atracción,PLACE_280,0.33826481738518005
Catedral-Basílica de Santa María de Mallorca,39.56742510000001,2.6482994,4.7,55697.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Plaça de la Seu, s/n, Palma",Atracción,PLACE_281,0.2823722505659221
Franciscanas Hijas de la Misericordia,39.5764225,2.6734716,4.5,6.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de Francesc Julià, 54, Palma",Atracción,PLACE_282,2.1500483632146294
Parròquia Santíssima Trinitat,39.5697353,2.6592915,4.5,91.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer General Ricardo Ortega, 16, Palma",Atracción,PLACE_283,0.7965599846453362
Congregación Agustinas Hermanas del Amparo,39.5731997,2.645749899999999,4.8,5.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de la Concepció, 7, Palma",Atracción,PLACE_284,0.5412205399528848
